name,model,combo,price,rating,review_count,images,highlights,description,specification,features,sub_category,category
FDR-AX43A,[],[],"Rs. 87,9902",4.5,8,[],AX43A 4K Handycam® with Exmor R™ CMOS sensor,,"{'Sensor type': '1/2.5 type (7.20 mm) back-illuminated Exmor R® CMOS Sensor', 'Effective Pixels (Video)': 'approx. 8.29 Megapixels (16:9)15', 'Lens type': 'ZEISS Vario-Sonnar® T*', 'Optical zoom': '20x', 'Clear Image Zoom': '4K: 30x, HD: 40x16', 'Screen type': '7.5 cm (3.0 type) Xtra Fine LCD™ display (921 600 dots) Wide (16:9)'}","['Balanced Optical SteadyShot with 5-axis Intelligent Active mode13 ', '4K Ultra HD (3,840 x 2,160) recording ', '26.8 mm714 wide-angle ZEISS® Vario-Sonnar T* lens ', '20x optical zoom with 30x/40x (4K/HD)8 Clear Image Zoom ', 'Highlight Movie Maker ']",4K,Handycam Camcorder
