name,price,rating,review_count,images,highlights,specification,features,sub_category,category,description,model,combo
SEL85F14GM2,"Rs. 180,9901",5,3,"['https://www.sony.co.in/image/35e3a84bc9b67be3a660536ae112018f?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/31d3fbf6d729317d90241e0a548003fc?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/17acae38d6d847fa0fdc79b76ea28fec?fmt=png-alpha&wid=676&hei=400', None, None, None, None, None, None]",FE 85 mm F1.4 GM II,"{'Minimum focus distance': '0.85 (AF), 0.80 (MF) m (2.79 [AF], 2.63 [MF] ft)', 'Maximum Magnification ratio (x)': '0.11 (AF), 0.12 (MF)', 'Filter Diameter (mm)': '77', 'Weight': '642 g (22.7 oz)'}","['Premium G Master Series mid-range telephoto prime ', 'Two XA elements for high resolution and two ED elements for natural colour ', 'Large F1.4 maximum aperture and 11-blade circular aperture unit deliver exquisite bokeh ', 'Refined AF performance that is fast, precise and quiet ', 'Two focus hold buttons, an AF/MF switch, Linear Response MF and an aperture ring for total control ']",['E-mount'],Lenses,,,
SEL85F18,"Rs. 55,9901",5,90,"['https://www.sony.co.in/image/c0f04316bc61cb587fb6c7606e564c52?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/cc23b1f4445d02ec8b945a74465c2572?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/decb9b3d2d94ca040a83b60e50a0e722?fmt=png-alpha&wid=676&hei=400']",FE 85mm F1.8,"{'Minimum focus distance': '0.8 m (2.63 ft)', 'Maximum Magnification ratio (x)': '0.13', 'Filter Diameter (mm)': '67', 'Weight': '371 g (13.1 oz)'}","['Mid-range telephoto prime ', 'ED glass for chromatic aberration compensation ', 'Circular 9-blade aperture for beautiful defocus effect ', 'Linear motor for precise, quiet focusing ', 'Dust- and moisture-resistant design2 ']",['E-mount'],Lenses,,,
SEL90M28G,"Rs. 65,9901",5,120,"['https://www.sony.co.in/image/cb77677897b3220ef7af39a16c92ca0d?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/f20117dab2fd6e3a9cc421f6592e437f?fmt=png-alpha&wid=676&hei=400']",FE 90 mm F2.8 Macro G OSS,"{'Minimum focus distance': '0.28 m (0.92 ft)', 'Maximum Magnification ratio (x)': '1.0x', 'Filter Diameter (mm)': '62 mm', 'Weight': '602 g (21.3 oz)'}","['Renowned G Lens bokeh ', 'Direct Drive DDSSM for quiet, highly precise focus lens control ', 'Circular aperture for smooth defocusing effect ', 'Built-in image stabilisation ', 'Dust and moisture resistant design ']",['E-mount'],Lenses,,,
SELC1635G,"Rs. 679,9901",5,1,"['https://m.media-amazon.com/images/I/61AfztjrfGL._SL1000_.jpg', 'https://m.media-amazon.com/images/I/71S52tudsqL._SL1500_.jpg']",FE C 16–35 mm T3.1,"{'Minimum focus distance': '0.28 m (0.92 ft)', 'Maximum Magnification ratio (x)': '0.19', 'Filter Diameter (mm)': '-', 'Weight': '1,390 g (49.1 oz)'}","['Cinematic images with beautiful bokeh ', 'Responsive manual control for content creators ', 'Highly versatile control ', 'Advanced optical design ', 'Precise, responsive manual focus ']",['E-mount'],Lenses,,,
SELP1650,"Rs. 22,2901",4,73,['https://www.sony.co.in/image/df16a7cf5aaf8ccf299bbaf6543f6ae3?fmt=png-alpha&wid=676&hei=400'],E PZ 16-50 mm F3.5-5.6 OSS,"{'Minimum focus distance': '0.25–0.3 m (0.82-1 ft)', 'Maximum Magnification ratio (x)': '0.215x', 'Filter Diameter (mm)': '40.5 mm', 'Weight': '116 g (4.1 oz)'}","['Exceptionally smooth powered zoom ', 'Less than 30 mm long when retracted ', 'Built-in OSS (Optical SteadyShot™) image stabilisation ', 'Aspherical lens elements and ED glass ', '35 mm equivalent focal length: 24-75 mm ']",['E-mount'],Lenses,,,
SELP16502,"Rs. 29,9901",,0,"['https://www.sony.co.in/image/6910487bc34887efc6a1929d8b7d3a37?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/5f0c09a29ad5ae933874f230391f1648?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/777ea976a478f5cc1a6ae4dc83774cbf?fmt=png-alpha&wid=676&hei=400', None, None, None]",E PZ 16–50 mm F3.5–5.6 OSS II,"{'Minimum focus distance': '0.25(W)–0.3(T) m (0.82(W)–0.99(T) ft)', 'Maximum Magnification ratio (x)': '0.215', 'Filter Diameter (mm)': '40.5', 'Weight': '107\xa0g (3.8\xa0oz)'}","['Compact, lightweight, retracting 16–50 mm (35 mm full-frame equivalent: 24–75 mm) APS-C format power zoom lens ', 'High resolution, seven-blade circular aperture for beautiful bokeh, and versatile close-up performance ', 'Breathing compensation, autofocus while zooming and optical image stabilisation ', 'Refined AF with reliable tracking that is fast, precise and quiet ', 'Combined zoom/focus ring and separate zoom lever for flexible control ']",['E-mount'],Lenses,,,
SELP18105G,"Rs. 47,4901",4.5,74,"['https://www.sony.co.in/image/69ee379031435ccb33765326845d824c?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/ee26653b9a03e758d741f426c16e31c4?fmt=png-alpha&wid=676&hei=400']",E PZ 18-105 mm F4 G OSS,"{'Minimum focus distance': '0.45 (Wide)–0.95 m (Tele) (1.48 [Wide]–3.12 ft [Tele])', 'Maximum Magnification ratio (x)': '0.11x', 'Filter Diameter (mm)': '72 mm', 'Weight': '427 g (15.1 oz)'}","['G Lens standard zoom ', 'Approx. 6x powered zoom ', 'Constant F4 maximum aperture ', '7-blade circular aperture ', 'ED glass elements effectively reduce chromatic aberration ']",['E-mount'],Lenses,,,
SELP18110G,"Rs. 286,9901",4.5,3,"['https://www.sony.co.in/image/e015334abcda785202e0e7977b4c4c75?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/bdb28789657d6a0352c0fc8826ef7fb1?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/e4566d67ef73b0396f4bfc64cecf003e?fmt=png-alpha&wid=676&hei=400']",E PZ 18–110 mm F4 G OSS,"{'Minimum focus distance': '0.4 (W)–0.95 (T) m (AF/MF); 0.95 m (Full MF) (1.31 (W)–3.12 (T) ft (AF/MF); 3.12 ft (Full MF))', 'Maximum Magnification ratio (x)': '0.122', 'Filter Diameter (mm)': '95', 'Weight': '1,105 g (39 oz) (Without tripod mount)'}","['High-performance G series standard zoom lens ', 'Powered zoom ', 'Constant F4 maximum aperture throughout zoom range ', 'Built for high-quality 4K moviemaking ', 'Dust and moisture-resistant design3 ']",['E-mount'],Lenses,,,
SELP18200,"Rs. 105,9901",3.5,2,"['https://www.sony.co.in/image/f14a508331fea18154fdc1060222617d?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/2e5e0839948cddbcabcc3f4de13fb4fc?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/2544c66a913f0b94bd91bbde59e2c22a?fmt=png-alpha&wid=676&hei=400', None, None]",E PZ 18-200 mm F3.5-6.3 OSS,"{'Minimum focus distance': '0.3 (Wide)–0.5 m (Tele) (0.99 [Wide])–1.64 ft [Tele])', 'Maximum Magnification ratio (x)': '0.35x', 'Filter Diameter (mm)': '67 mm', 'Weight': '649 g (22.9 oz)'}","['Powered zoom, ideal for movies and documentaries ', 'Shoot from distance with 11x magnification ', 'Use zoom controls on your camera or on the lens itself ', 'Optical SteadyShot™ with Active Mode for filming on the go ', 'APS-C camera equivalent focal length: 27-300 mm ']",['E-mount'],Lenses,,,
SELP28135G,"Rs. 217,9901",5,12,"['https://www.sony.co.in/image/d78a61fc09c080714307d86450294d35?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/b55123d8778e9f0f1f7d8c4c0d4c6bbe?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/86a20378683e395a93b0df4c91a370c1?fmt=png-alpha&wid=676&hei=400']",FE PZ 28–135 mm F4 G OSS,"{'Minimum focus distance': '0.4 (Wide)–0.95 m (Tele) (AF/MF)/0.95 m (Full MF) (1.31 [Wide]–3.12 ft (Tele) (AF/MF)/3.12 ft [Full MF])', 'Maximum Magnification ratio (x)': '0.15x', 'Filter Diameter (mm)': '95 mm', 'Weight': '1,215 g (42.9 oz) (Without tripod mount)'}","['High performance G Series standard zoom lens ', 'Constant F4 maximum aperture throughout zoom range ', 'Built for high quality moviemaking ', 'Powered zoom ', 'Dust and moisture resistant design ']",['E-mount'],Lenses,,,
VG-C2EM,"Rs. 27,0901",4.5,13,"['https://www.sony.co.in/image/fc13db5a7f1e22dcdd17830fe203ba00?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/ae3f9c2a1d7adddd54b49e7c84ecd871?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/1f82668a07034554169941b522e1ed95?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', None, None, None]",Vertical Grip,"['Dual battery tray (batteries not included) ', 'Dust and moisture resistant ', 'Good for horizontal and vertical shots ', 'Stable, controlled shooting ', 'Three buttons for custom-assign functions ']",[],['Vertical Grips & Accessories'],Camera Accessories,,,
VG-C4EM,"Rs. 33,9901",4.5,17,"['https://www.sony.co.in/image/5eaea75b72b2b88f529fa36dba228377?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/e2452e9715cda0dd5f19379983e3eb14?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/d8e17c098f24aab1fb24acb2a513a419?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', None, None, None, None, None, None]",Vertical Grip,"['Dimensions (W × H × D): Approx. 128.8 x 108.9 x 67 mm (5 1/8 x 4 3/8 x 2 3/4) ', 'Weight: Approx. 290 g (10.2 oz) ', 'Battery type: NP-FZ100 ']",[],['Vertical Grips & Accessories'],Camera Accessories,,,
VG-C5,"Rs. 39,9901",5,1,"['https://www.sony.co.in/image/eac458977f08306fadb471ef2264d7a6?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/5d3e4715360bc8e4c41779097459109a?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/7846412c884fe849fbd325a16c8d7b40?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', None, None, None, None, None, None]",Vertical Grip,"['Dimensions (W x H x D): Approx. 136.1 x 108.9 x 68.3 mm (5.36 x 4.29 x 2.67) ', 'Weight: Approx. 8.3 oz (236 g) ', 'Battery type: NP-FZ100 ']",[],['Vertical Grips & Accessories'],Camera Accessories,,,
XLR-K3M,"Rs. 49,9901",5,1,"['https://www.sony.co.in/image/2a50b6af8b1ce08710cb31b8ece83750?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/80d5b5abdcd5e203d14f860e38e1ec30?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/e9cdcdb62f396a25ed435569ec24ff2b?fmt=pjpeg&wid=1014&hei=396&bgcolor=F1F5F9&bgc=F1F5F9', None, None, None, None]",XLR Adapter Kit,[],"['Compact, lightweight design weighing just 187 g (6.6 oz) ', 'Two Phantom-power capable XLR/TRS inputs ', 'Standard 3.5-mm microphone input with plug-in power ', 'Digital-interface compatible Multi Interface Shoe for clear sound ', 'Comprehensive manual control and flexible rigging for professional use ']",['Microphones'],Camera Accessories,,,
ZV-1,"['Rs.67,990']",4.3,102,"['https://sony.scene7.com/is/image/sonyglobalsolutions/Desktop_ZV-1_center?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide1_Desktop-2?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide2_Desktop-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide3_Desktop-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide4_Desktop-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide5_Desktop-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide6_Desktop-1?$productIntroPlatedesktop$&fmt=png-alpha']",Vlog camera ZV-1,{},"['Large 1.0-type Exmor RS CMOS image sensor', 'BIONZ XTM\xa0image processing engine', '4K movie recording', '', 'Vari-angle LCD screen, body grip and recording lamp']",['Compact Camera'],Vlog Camera,"Created for creation : 
*Pictured with optional GP-VPT2BT Shooting Grip
*Simulated screen image

",['ZV-1'],['']
ZV-1F,"['Rs.50,690']",4.4,14,"['https://sony.scene7.com/is/image/sonyglobalsolutions/Desktop_ZV-1F?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide01_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide03_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide05_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide07_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide09_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide11_Desktop?$productIntroPlatedesktop$&fmt=png-alpha']",Vlog camera ZV-1F,{},"['Ultra-wide-angle 20 mm2 prime lens, ideal for group selfies and background scenery', 'Vari-angle LCD for selfies', '425 contrast-detection AF frame points for high-precision focusing', 'Wind screen for Clear Voice Recording outdoors', 'Built-in Directional 3-Capsule Mic for high quality audio']",['Compact Camera'],Vlog Camera,"Elevate your vlogging : 
Easy-to-use and with dazzling image quality, the ZV-1F is the ideal next step for content creators and vloggers.
*Simulated screen image

",['ZV-1F'],['']
ZV-1M2,"Rs. 86,9901",4,8,"['https://www.sony.co.in/image/07eb08cb6a21a370c25454bb7ae91429?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/ebb701f3663758896a5244a54f5dec24?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/49310986d0a48df74b5b3cdf40fc969f?fmt=png-alpha&wid=676&hei=400', None, None]",Vlog Camera ZV-1 II,{},"['Versatile 18–50 mm2 wide-angle zoom lens ideal for vlogging ', 'Large 1.0-type image sensor for impressive image quality ', 'Built-in Intelligent Three-Capsule Mic and supplied wind screen for clear voice recording ', 'Touch operation, Bokeh Switch, and the Product Showcase Setting for vlogging with ease ', '292 g8 lightweight design for great portability and creative freedom ']","['Vlog Camera', 'Compact Camera']",Compact Cameras,,,
ZV-E1,"['Rs.214,990', 'Rs.243,990']",4.4,13,"['https://sony.scene7.com/is/image/sonyglobalsolutions/01_Hero_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/01_SlideShow_01_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/01_SlideShow_03_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/01_SlideShow_05_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/01_SlideShow_07_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/01_SlideShow_09_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/01_SlideShow_11_Desktop-2?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/01_SlideShow_13_Desktop-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/01_SlideShow_15_Desktop?$productIntroPlatedesktop$&fmt=png-alpha']",ZV-E1 full-frame vlog camera,{},"['12.1 MP2 full-frame back-illuminated CMOS Exmor R image sensor', 'Advanced BIONZ XR image processing engine', 'An AI processing unit for wider, more accurate subject recognition', 'The world’s most compact, lightweight full-frame camera with interchangeable lenses3', 'Intelligent 3 Capsule Microphone']","['Full-Frame E-mount Mirrorless', 'Interchangeable-lens Vlog Camera']",Interchangeable-lens Cameras,"Vlog to your full potential : 
*Pictured with optional GP-VPT2BT Shooting Grip
*Simulated screen image

","['ZV-E1', 'ZV-E1L']","['Body Only', 'Body + 28–60 mm zoom lens']"
ZV-E10,"['Rs.59,490', 'Rs.69,990']",4.5,61,"['https://sony.scene7.com/is/image/sonyglobalsolutions/Desktop_ZV-E10?$productIntroPlatedesktop$', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide1_Desktop-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide2_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide3_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide4_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide5_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide6_Desktop?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/slide7_Desktop?$productIntroPlatedesktop$&fmt=png-alpha']",Interchangeable-lens vlog camera,{},"['Interchangeable-lens camera for vlogging', 'Large APS-C type 24.2-megapixel2 Exmor™ CMOS sensor', 'Directional 3-Capsule Mic supplied with wind screen', 'Features designed for vloggers—Product Showcase Setting, Bokeh Switch, Still/Movie/S&Q button', 'Flexible connectivity for easy sharing']","['Full-Frame E-mount Mirrorless', 'APS-C E-mount Mirrorless', 'Interchangeable-lens Vlog Camera']",Interchangeable-lens Cameras,"Capture more of your world : 
*Simulated screen image
","['ZV-E10', 'ZV-E10L']","['Body Only', 'Body + 16–50 mm Power Zoom Lens']"
ZV-E10M2,"['Rs. 94,9901', 'Rs. 104,9901', 'Rs. 94,9901']",5,1,"['https://www.sony.co.in/image/a93579ec54e94ebff6fde632089f1fab?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/9d01ff8460e78ad073cf2196596f1e98?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/126e44f6c91914f6cae6816d1ecfddde?fmt=png-alpha&wid=676&hei=400', None, None, None]",ZV-E10 II vlog camera,"{'NUMBER OF PIXELS (Total)': 'Approx. 27.0 megapixels', 'ISO SENSITIVITY': 'Still images: ISO 100–32000 (expandable to ISO 50–102400), AUTO (ISO 100–6400, selectable lower limit and upper limit), Movies: ISO 100–32000 equivalent26, AUTO (ISO 100–6400, selectable lower limit and upper limit)', 'Battery Life (Still Images)': 'Approx. 610 shots (LCD monitor) (CIPA standard)27', 'NUMBER OF PIXELS (EFFECTIVE)': 'Still images: Approx. 26.0 megapixels max.28, Movies: Approx. 19.9 megapixels max.28', 'Monitor Type': '7.5 cm (3.0-type) type TFT'}","['APS-C format Exmor R CMOS sensor with 26.0 megapixels2 ', 'BIONZ XR image processing engine for stunning 4K footage at up to 60p4 ', 'Creative Look and Cinematic Vlog Setting for greater expressive freedom ', 'High-density 759-point8 focal plane phase-detection AF for consistent and precise focus ', 'Intuitive UI, vertical shooting and 5 GHz17 connectivity for simple sharing ']","['Full-Frame E-mount Mirrorless', 'APS-C E-mount Mirrorless', 'Interchangeable-lens Vlog Camera']",Interchangeable-lens Cameras,"['With a large APS-C 26.0-megapixel', ' Exmor R CMOS sensor, the latest BIONZ XR image processing engine', ', dedicated vlog settings, and interchangeable lenses, the ZV-E10 II offers unprecedented expressive freedom. Lightweight, portable and boasting a high-capacity NP-FZ100 battery and 5 GHz', ' Wi-Fi connectivity, it’s the ideal choice for vloggers on the go.']","['ZV-E10M2', 'ZV-E10M2K']","['Body Only', 'Body + 16–50 mm Power Zoom Lens (SELP16502)']"
