name,model,size,price,rating,review_count,images,highlights,description,features,sub_category,category
BRAVIA 9,"['K-75XR90', 'K-85XR90']","['189 cm (75)', '215 cm (85)']","['Rs.649,900', 'Rs.899,900']",4.8,5,[],BRAVIA 9 | XR Processor | Mini LED | 4K Ultra HD | High Dynamic Range (HDR) | Smart TV (Google TV),"Our brightest 4K ever : 
Our flagship Mini LED TV and brightest 4K ever delivers pictures full of unparalleled brightness and incomparably beautiful colours. See all the action come vividly to life, perfectly matched by sound including the world's first Beam Tweeter in a TV. A truly unforgettable cinematic experience.
","['ULTIMATE CONTRAST: High Peak Luminance | XR Backlight Master Drive™', ""WORLD'S FIRST TV WITH BEAM TWEETER: Acoustic Multi Audio+™"", 'FLAWLESS PICTURE, LESS ENERGY: Eco Dashboard 2', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'ASTONISHING CONTRAST: XR Backlight Master Drive™', 'SOUND MATCHES PICTURE: Acoustic Multi Audio™', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BRILLIANT PICTURE, LESS ENERGY: Eco Dashboard 2', 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BILLIONS OF COLOURS: Triluminos Pro™', 'RICH BASS SOUND: X-balanced Speaker™', 'MINIMISED BEZEL: Flush Surface', 'LEVEL UP YOUR GAMING: Game Menu', 'REAL-WORLD DEPTH: Cognitive Processor XR™ | Full Array LED', 'SOUND AND PICTURE IN HARMONY: Acoustic Multi-Audio™', 'LEVEL UP YOUR GAMING: Game Menu', 'BEAUTIFUL NOISELESS DESIGN: Seamless Edge', '4K MINI LED EXPERTLY CONTROLLED: Cognitive Processor XR™ | XR Backlight Master Drive™', 'AUDIO MATCHES THE ACTION: Acoustic Multi-Audio+™', 'LEVEL UP YOUR GAMING: Game Menu', 'LESS IMPACT ON THE ENVIRONMENT: Eco Dashboard', 'MORE DETAILED PICTURES: 4K Processor X1™ | 4K X-Reality™ PRO', 'LIFELIKE AUDIO: Clear phase', 'ENTERTAINMENT YOU LOVE. WITH A LITTLE HELP FROM GOOGLE.', 'MADE TOUGH, MADE TO LAST: X Protection PRO']",All LEDs,TVs
BRAVIA 7,"['K-55XR70', 'K-65XR70', 'K-75XR70']","['139 cm (55)', '164 cm (65)', '189 cm (75)']","['Rs.249,990', 'Rs.299,990', 'Rs.449,990']",4.1,15,[],BRAVIA 7 | XR Processor | Mini LED | 4K Ultra HD | High Dynamic Range (HDR) | Smart TV (Google TV),"Perfectly balanced, entertains everyone brilliantly : 
Our premium Mini LED TV is perfectly balanced for an immersive experience, entertaining everyone brilliantly. See vivid, lifelike pictures on a high brightness screen that's full of natural colour and depth. All matched by expansive, cinema-like sound with pictures and sound in perfect harmony.
","['ULTIMATE CONTRAST: High Peak Luminance | XR Backlight Master Drive™', ""WORLD'S FIRST TV WITH BEAM TWEETER: Acoustic Multi Audio+™"", 'FLAWLESS PICTURE, LESS ENERGY: Eco Dashboard 2', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'ASTONISHING CONTRAST: XR Backlight Master Drive™', 'SOUND MATCHES PICTURE: Acoustic Multi Audio™', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BRILLIANT PICTURE, LESS ENERGY: Eco Dashboard 2', 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BILLIONS OF COLOURS: Triluminos Pro™', 'RICH BASS SOUND: X-balanced Speaker™', 'MINIMISED BEZEL: Flush Surface', 'LEVEL UP YOUR GAMING: Game Menu', 'REAL-WORLD DEPTH: Cognitive Processor XR™ | Full Array LED', 'SOUND AND PICTURE IN HARMONY: Acoustic Multi-Audio™', 'LEVEL UP YOUR GAMING: Game Menu', 'BEAUTIFUL NOISELESS DESIGN: Seamless Edge', '4K MINI LED EXPERTLY CONTROLLED: Cognitive Processor XR™ | XR Backlight Master Drive™', 'AUDIO MATCHES THE ACTION: Acoustic Multi-Audio+™', 'LEVEL UP YOUR GAMING: Game Menu', 'LESS IMPACT ON THE ENVIRONMENT: Eco Dashboard', 'MORE DETAILED PICTURES: 4K Processor X1™ | 4K X-Reality™ PRO', 'LIFELIKE AUDIO: Clear phase', 'ENTERTAINMENT YOU LOVE. WITH A LITTLE HELP FROM GOOGLE.', 'MADE TOUGH, MADE TO LAST: X Protection PRO']",All LEDs,TVs
W835 Series,['KD-32W835'],['80 cm (32)'],"['Rs.34,900']",5.0,,"['/content/dam/sony/contents/global/televisionsandhometheatre/televisions/year-2024/w825l_w835l/slideshow/TVFY24_APA4_0_insitu_D.png', '/content/dam/sony/contents/global/televisionsandhometheatre/televisions/year-2024/w825l_w835l/slideshow/TVFY24_APA4_1_WM_D.png', '/content/dam/sony/contents/global/televisionsandhometheatre/televisions/year-2024/w825l_w835l/slideshow/TVFY24_APA4_2_BZ_D.png']",W835 | High Dynamic Range (HDR) | Smart TV (Google TV),"The wonderful world of 2K quality : 
Our Smart TV's pictures are sharp and colourful with even your old favourites upscaled to the best possible quality. Sound is clear and consistent so everything you hear feels natural. Effortlessly explore worlds of Google TV entertainment and find exciting new movies and shows to watch.
","['ULTIMATE CONTRAST: High Peak Luminance | XR Backlight Master Drive™', ""WORLD'S FIRST TV WITH BEAM TWEETER: Acoustic Multi Audio+™"", 'FLAWLESS PICTURE, LESS ENERGY: Eco Dashboard 2', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'ASTONISHING CONTRAST: XR Backlight Master Drive™', 'SOUND MATCHES PICTURE: Acoustic Multi Audio™', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BRILLIANT PICTURE, LESS ENERGY: Eco Dashboard 2', 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BILLIONS OF COLOURS: Triluminos Pro™', 'RICH BASS SOUND: X-balanced Speaker™', 'MINIMISED BEZEL: Flush Surface', 'LEVEL UP YOUR GAMING: Game Menu', 'REAL-WORLD DEPTH: Cognitive Processor XR™ | Full Array LED', 'SOUND AND PICTURE IN HARMONY: Acoustic Multi-Audio™', 'LEVEL UP YOUR GAMING: Game Menu', 'BEAUTIFUL NOISELESS DESIGN: Seamless Edge', '4K MINI LED EXPERTLY CONTROLLED: Cognitive Processor XR™ | XR Backlight Master Drive™', 'AUDIO MATCHES THE ACTION: Acoustic Multi-Audio+™', 'LEVEL UP YOUR GAMING: Game Menu', 'LESS IMPACT ON THE ENVIRONMENT: Eco Dashboard', 'MORE DETAILED PICTURES: 4K Processor X1™ | 4K X-Reality™ PRO', 'LIFELIKE AUDIO: Clear phase', 'ENTERTAINMENT YOU LOVE. WITH A LITTLE HELP FROM GOOGLE.', 'MADE TOUGH, MADE TO LAST: X Protection PRO']",All LEDs,TVs
W825 Series,['KD-32W825'],['80 cm (32)'],[],5.0,,"['/content/dam/sony/contents/global/televisionsandhometheatre/televisions/year-2024/w825l_w835l/slideshow/TVFY24_APA4_0_insitu_D.png', '/content/dam/sony/contents/global/televisionsandhometheatre/televisions/year-2024/w825l_w835l/slideshow/TVFY24_APA4_1_WM_D.png', '/content/dam/sony/contents/global/televisionsandhometheatre/televisions/year-2024/w825l_w835l/slideshow/TVFY24_APA4_2_BZ_D.png']",W825 | High Dynamic Range (HDR) | Smart TV (Google TV),"The wonderful world of 2K quality : 
Our Smart TV's pictures are sharp and colourful with even your old favourites upscaled to the best possible quality. Sound is clear and consistent so everything you hear feels natural. Effortlessly explore worlds of Google TV entertainment and find exciting new movies and shows to watch.
","['ULTIMATE CONTRAST: High Peak Luminance | XR Backlight Master Drive™', ""WORLD'S FIRST TV WITH BEAM TWEETER: Acoustic Multi Audio+™"", 'FLAWLESS PICTURE, LESS ENERGY: Eco Dashboard 2', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'ASTONISHING CONTRAST: XR Backlight Master Drive™', 'SOUND MATCHES PICTURE: Acoustic Multi Audio™', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BRILLIANT PICTURE, LESS ENERGY: Eco Dashboard 2', 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BILLIONS OF COLOURS: Triluminos Pro™', 'RICH BASS SOUND: X-balanced Speaker™', 'MINIMISED BEZEL: Flush Surface', 'LEVEL UP YOUR GAMING: Game Menu', 'REAL-WORLD DEPTH: Cognitive Processor XR™ | Full Array LED', 'SOUND AND PICTURE IN HARMONY: Acoustic Multi-Audio™', 'LEVEL UP YOUR GAMING: Game Menu', 'BEAUTIFUL NOISELESS DESIGN: Seamless Edge', '4K MINI LED EXPERTLY CONTROLLED: Cognitive Processor XR™ | XR Backlight Master Drive™', 'AUDIO MATCHES THE ACTION: Acoustic Multi-Audio+™', 'LEVEL UP YOUR GAMING: Game Menu', 'LESS IMPACT ON THE ENVIRONMENT: Eco Dashboard', 'MORE DETAILED PICTURES: 4K Processor X1™ | 4K X-Reality™ PRO', 'LIFELIKE AUDIO: Clear phase', 'ENTERTAINMENT YOU LOVE. WITH A LITTLE HELP FROM GOOGLE.', 'MADE TOUGH, MADE TO LAST: X Protection PRO']",All LEDs,TVs
BRAVIA 3,"['K-43S30', 'K-50S30', 'K-55S30', 'K-65S30', 'K-75S30', 'K-85S30']","['108 cm (43)', '126 cm (50)', '139 cm (55)', '164 cm (65)', '189 cm (75)', '215 cm (85)']","['Rs.114,900', 'Rs.129,900', 'Rs.164,900', 'Rs.269,990', 'Rs.599,900']",5.0,,"['https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY24_UE_0_insitu_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY24_UE_1_FrontWithStand_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY24_UE_2_CW_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY24_UE_3_CCW_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY24_UE_4_Angled_Back_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY24_UE_5_Bezel_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY24_UE_6_Stand_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY24_UE_7_Wallmount_D?$productIntroPlatedesktop$&fmt=png-alpha']",BRAVIA 3 | 4K HDR Processor X1™ | 4K Ultra HD | High Dynamic Range (HDR) | Smart TV (Google TV),"Made smart. Made easy. : 
Our Smart TV is exceptionally easy to use with a variety of all-in-one smart features for stress-free viewing. With a large screen, detailed pictures full of colour and dynamic sound, everything you love feels so much more exciting.
","['ULTIMATE CONTRAST: High Peak Luminance | XR Backlight Master Drive™', ""WORLD'S FIRST TV WITH BEAM TWEETER: Acoustic Multi Audio+™"", 'FLAWLESS PICTURE, LESS ENERGY: Eco Dashboard 2', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'ASTONISHING CONTRAST: XR Backlight Master Drive™', 'SOUND MATCHES PICTURE: Acoustic Multi Audio™', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BRILLIANT PICTURE, LESS ENERGY: Eco Dashboard 2', 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BILLIONS OF COLOURS: Triluminos Pro™', 'RICH BASS SOUND: X-balanced Speaker™', 'MINIMISED BEZEL: Flush Surface', 'LEVEL UP YOUR GAMING: Game Menu', 'REAL-WORLD DEPTH: Cognitive Processor XR™ | Full Array LED', 'SOUND AND PICTURE IN HARMONY: Acoustic Multi-Audio™', 'LEVEL UP YOUR GAMING: Game Menu', 'BEAUTIFUL NOISELESS DESIGN: Seamless Edge', '4K MINI LED EXPERTLY CONTROLLED: Cognitive Processor XR™ | XR Backlight Master Drive™', 'AUDIO MATCHES THE ACTION: Acoustic Multi-Audio+™', 'LEVEL UP YOUR GAMING: Game Menu', 'LESS IMPACT ON THE ENVIRONMENT: Eco Dashboard', 'MORE DETAILED PICTURES: 4K Processor X1™ | 4K X-Reality™ PRO', 'LIFELIKE AUDIO: Clear phase', 'ENTERTAINMENT YOU LOVE. WITH A LITTLE HELP FROM GOOGLE.', 'MADE TOUGH, MADE TO LAST: X Protection PRO']",All LEDs,TVs
X90L Series,"['XR-55X90L', 'XR-65X90L', 'XR-75X90L']","['139 cm (55)', '164 cm (65)', '189 cm (75)']","['Rs.169,900', 'Rs.229,900', 'Rs.379,900']",4.4,157,"['https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_0_insitu_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_1_FrontWithStand_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_2_CW_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_3_CCW_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_4_Angled%20Back_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_5_Bezel_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_6_Stand_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_7_Wallmount_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_8_Beauty_A1_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_9_Beauty_B_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_10_Beauty_D_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_11_Beauty_H_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_65_12_Beauty_I_D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_98_1_Front_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_98_2_bz_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/TVFY23_X90L_98_3_back_D?$productIntroPlatedesktop$&fmt=png-alpha']",X90L | BRAVIA XR | Full Array LED | 4K Ultra HD | High Dynamic Range (HDR) | Smart TV (Google TV),"Vibrant contrast.Vivid colours. : 
Our amazing 4K Full Array LED TV powered by Cognitive Processor XR™ delivers realistic depth and intense contrast. A newly designed local dimming structure brings scenes vividly to life. What you hear matches what you see.
","['ULTIMATE CONTRAST: High Peak Luminance | XR Backlight Master Drive™', ""WORLD'S FIRST TV WITH BEAM TWEETER: Acoustic Multi Audio+™"", 'FLAWLESS PICTURE, LESS ENERGY: Eco Dashboard 2', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'ASTONISHING CONTRAST: XR Backlight Master Drive™', 'SOUND MATCHES PICTURE: Acoustic Multi Audio™', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BRILLIANT PICTURE, LESS ENERGY: Eco Dashboard 2', 'DESIGN BLENDS IN WITH YOUR LIVING SPACE: Harmonic Presence', 'LEVEL UP YOUR GAMING: Perfect for PlayStation 5', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', 'REFINES IMAGES: X-Reality™ PRO', 'CLEAR AND EXPANSIVE SOUND: Clear Phase', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'MADE TOUGH, MADE TO LAST: X Protection PRO', 'LEVEL UP YOUR GAMING: Game Menu', ""EVERYTHING YOU STREAM. ALL ON ONE SCREEN.: Google TV™* (*Google TV is the name of this device's software experience and a trademark of Google LLC.)"", 'BILLIONS OF COLOURS: Triluminos Pro™', 'RICH BASS SOUND: X-balanced Speaker™', 'MINIMISED BEZEL: Flush Surface', 'LEVEL UP YOUR GAMING: Game Menu', 'REAL-WORLD DEPTH: Cognitive Processor XR™ | Full Array LED', 'SOUND AND PICTURE IN HARMONY: Acoustic Multi-Audio™', 'LEVEL UP YOUR GAMING: Game Menu', 'BEAUTIFUL NOISELESS DESIGN: Seamless Edge', '4K MINI LED EXPERTLY CONTROLLED: Cognitive Processor XR™ | XR Backlight Master Drive™', 'AUDIO MATCHES THE ACTION: Acoustic Multi-Audio+™', 'LEVEL UP YOUR GAMING: Game Menu', 'LESS IMPACT ON THE ENVIRONMENT: Eco Dashboard', 'MORE DETAILED PICTURES: 4K Processor X1™ | 4K X-Reality™ PRO', 'LIFELIKE AUDIO: Clear phase', 'ENTERTAINMENT YOU LOVE. WITH A LITTLE HELP FROM GOOGLE.', 'MADE TOUGH, MADE TO LAST: X Protection PRO']",All LEDs,TVs
